 Long   Lat    Vpn    Ani    Direc  
 68.25  30.75  8.059  0.124   48.4
 68.75  30.75  8.088  0.062   38.9
 69.25  30.75  8.129  0.058  166.5
 69.75  30.75  8.196  0.122  152.6
 70.25  30.75  8.259  0.160  151.5
 70.75  30.75  8.314  0.156  150.8
 71.25  30.75  8.358  0.128  149.7
 71.75  30.75  8.370  0.088  149.5
 72.25  30.75  8.326  0.064  144.2
 72.75  30.75  8.297  0.050  106.8
 73.25  30.75  8.307  0.131   87.4
 73.75  30.75  8.313  0.218   85.3
 74.25  30.75  8.278  0.253   83.8
 74.75  30.75  8.244  0.228   82.4
 75.25  30.75  8.269  0.182   81.5
 75.75  30.75  8.290  0.122   72.9
 76.25  30.75  8.301  0.107   50.7
 76.75  30.75  8.331  0.124   48.8
 77.25  30.75  8.299  0.116   53.8
 77.75  30.75  8.201  0.078   48.9
 78.25  30.75  8.125  0.088   33.1
 78.75  30.75  8.125  0.104   20.1
 79.25  30.75  8.209  0.118    2.9
 79.75  30.75  8.293  0.101  169.2
 80.25  30.75  8.302  0.028  154.0
 80.75  30.75  8.222  0.033   67.7
 81.25  30.75  8.173  0.075   69.1
 81.75  30.75  8.201  0.084   85.3
 82.25  30.75  8.243  0.092  101.5
 82.75  30.75  8.264  0.105  114.1
 83.25  30.75  8.224  0.097  127.9
 83.75  30.75  8.177  0.088  140.8
 84.25  30.75  8.173  0.108  144.9
 84.75  30.75  8.165  0.128  149.2
 85.25  30.75  8.163  0.135  152.5
 85.75  30.75  8.167  0.125  157.3
 86.25  30.75  8.159  0.109  163.6
 86.75  30.75  8.136  0.101  175.4
 87.25  30.75  8.124  0.113    8.8
 87.75  30.75  8.145  0.114   12.7
 88.25  30.75  8.162  0.109    3.3
 88.75  30.75  8.165  0.118  169.5
 89.25  30.75  8.148  0.141  161.0
 89.75  30.75  8.117  0.167  161.4
 90.25  30.75  8.097  0.185  164.3
 90.75  30.75  8.090  0.185  166.7
 91.25  30.75  8.117  0.148  169.7
 91.75  30.75  8.156  0.102  175.9
 92.25  30.75  8.177  0.092    4.7
 92.75  30.75  8.213  0.112   10.7
 93.25  30.75  8.251  0.131    9.1
 93.75  30.75  8.275  0.130    3.5
 94.25  30.75  8.285  0.114  173.5
 94.75  30.75  8.273  0.103  158.0
 95.25  30.75  8.249  0.114  143.7
 95.75  30.75  8.223  0.133  138.0
 96.25  30.75  8.213  0.140  136.2
 96.75  30.75  8.208  0.140  137.0
 97.25  30.75  8.197  0.126  140.1
 97.75  30.75  8.178  0.101  147.0
 98.25  30.75  8.154  0.093  162.5
 98.75  30.75  8.166  0.122  170.9
 99.25  30.75  8.212  0.165  170.3
 99.75  30.75  8.240  0.194  167.7
100.25  30.75  8.217  0.201  165.8
100.75  30.75  8.147  0.182  162.7
101.25  30.75  8.070  0.113  154.1
101.75  30.75  7.952  0.047  114.7
102.25  30.75  7.907  0.135   84.5
102.75  30.75  8.002  0.185   72.7
103.25  30.75  8.283  0.264   63.0
103.75  30.75  8.433  0.225   51.0
104.25  30.75  8.477  0.191   35.8
104.75  30.75  8.423  0.154   19.4
105.25  30.75  8.345  0.124    1.7
105.75  30.75  8.290  0.097  156.4
106.25  30.75  8.260  0.101  132.3
106.75  30.75  8.239  0.112  113.1
107.25  30.75  8.210  0.137   97.6
107.75  30.75  8.172  0.171   87.5
108.25  30.75  8.134  0.198   82.2
108.75  30.75  8.098  0.188   81.7
109.25  30.75  8.059  0.146   84.6
109.75  30.75  8.013  0.084   94.3
 11.25  31.25  8.112  0.010    6.4
 11.75  31.25  8.111  0.010    5.1
 12.25  31.25  8.102  0.003   13.6
 14.75  31.25  8.101  0.038    7.4
 15.25  31.25  8.104  0.060    9.0
 15.75  31.25  8.109  0.069   12.6
 16.25  31.25  8.114  0.067   17.9
 16.75  31.25  8.115  0.061   25.2
 17.25  31.25  8.115  0.057   35.1
 17.75  31.25  8.115  0.059   46.0
 18.25  31.25  8.117  0.068   53.4
 18.75  31.25  8.114  0.067   55.8
 19.25  31.25  8.105  0.045   55.7
 20.25  31.25  8.101  0.025   37.1
 20.75  31.25  8.104  0.037   28.4
 21.25  31.25  8.106  0.046   22.0
 21.75  31.25  8.104  0.048   18.8
 22.25  31.25  8.098  0.041   20.5
 22.75  31.25  8.102  0.050   24.3
 23.25  31.25  8.111  0.055   26.6
 23.75  31.25  8.131  0.051   25.9
 24.25  31.25  8.157  0.040   18.2
 24.75  31.25  8.175  0.039    1.6
 25.25  31.25  8.170  0.052  171.0
 25.75  31.25  8.162  0.059  160.9
 26.25  31.25  8.176  0.077  142.3
 26.75  31.25  8.187  0.128  134.8
 27.25  31.25  8.175  0.174  134.7
 27.75  31.25  8.150  0.198  136.1
 28.25  31.25  8.141  0.188  135.4
 28.75  31.25  8.153  0.168  133.1
 29.25  31.25  8.154  0.140  132.4
 29.75  31.25  8.151  0.107  134.4
 30.25  31.25  8.135  0.074  140.3
 30.75  31.25  8.108  0.053  155.3
 31.25  31.25  8.103  0.027  158.5
 31.75  31.25  8.092  0.017  175.6
 32.25  31.25  8.091  0.024  179.6
 32.75  31.25  8.101  0.010  178.6
 33.25  31.25  8.093  0.012  101.3
 33.75  31.25  8.064  0.038  100.3
 34.25  31.25  7.975  0.070   78.4
 34.75  31.25  7.870  0.108   66.5
 35.25  31.25  7.840  0.158   69.2
 35.75  31.25  7.859  0.177   76.4
 36.25  31.25  7.882  0.137   86.1
 36.75  31.25  7.942  0.094  104.6
 37.25  31.25  8.030  0.081  129.5
 37.75  31.25  8.109  0.098  150.0
 38.25  31.25  8.148  0.128  161.4
 38.75  31.25  8.157  0.142  166.7
 39.25  31.25  8.156  0.135  168.0
 39.75  31.25  8.158  0.115  167.1
 40.25  31.25  8.162  0.087  163.8
 40.75  31.25  8.159  0.059  161.2
 41.25  31.25  8.149  0.033  167.8
 41.75  31.25  8.142  0.016   18.5
 42.25  31.25  8.161  0.032   43.9
 42.75  31.25  8.186  0.041   42.8
 43.25  31.25  8.200  0.029   29.1
 43.75  31.25  8.204  0.035  173.0
 44.25  31.25  8.201  0.078  163.5
 44.75  31.25  8.207  0.111  160.9
 45.25  31.25  8.208  0.121  155.7
 45.75  31.25  8.203  0.126  149.8
 46.25  31.25  8.160  0.105  147.7
 46.75  31.25  8.065  0.061  156.9
 47.25  31.25  7.998  0.027  165.2
 47.75  31.25  8.009  0.034  127.8
 48.25  31.25  8.063  0.081  132.7
 48.75  31.25  8.113  0.117  148.4
 49.25  31.25  8.195  0.103  168.0
 49.75  31.25  8.216  0.120   19.3
 50.25  31.25  8.230  0.135   43.9
 50.75  31.25  8.318  0.167   68.1
 51.25  31.25  8.333  0.214  107.8
 51.75  31.25  8.259  0.208  115.0
 52.25  31.25  8.182  0.160  116.9
 52.75  31.25  8.104  0.201  122.4
 53.25  31.25  8.087  0.198  121.9
 53.75  31.25  8.070  0.097   97.9
 54.25  31.25  8.095  0.157   63.6
 54.75  31.25  8.107  0.155   47.3
 55.25  31.25  8.079  0.141   21.0
 55.75  31.25  8.084  0.105    6.4
 56.25  31.25  8.049  0.036    5.1
 56.75  31.25  8.003  0.072   99.7
 57.25  31.25  8.010  0.132   88.0
 57.75  31.25  8.021  0.163   77.1
 58.25  31.25  8.001  0.134   68.8
 58.75  31.25  7.981  0.079   53.6
 59.25  31.25  7.954  0.051   12.1
 59.75  31.25  7.958  0.081  168.4
 60.25  31.25  7.959  0.116  166.3
 60.75  31.25  7.979  0.111  171.3
 61.25  31.25  8.015  0.089    2.8
 61.75  31.25  8.061  0.076   18.3
 62.25  31.25  8.090  0.083   31.1
 62.75  31.25  8.099  0.094   36.7
 63.25  31.25  8.087  0.102   38.4
 63.75  31.25  8.061  0.102   39.4
 64.25  31.25  8.040  0.094   40.8
 64.75  31.25  8.028  0.087   44.8
 65.25  31.25  8.024  0.092   52.8
 65.75  31.25  8.006  0.126   57.9
 66.25  31.25  7.987  0.168   59.0
 66.75  31.25  7.978  0.203   58.4
 67.25  31.25  7.995  0.232   57.1
 67.75  31.25  8.010  0.230   53.9
 68.25  31.25  7.996  0.172   50.0
 68.75  31.25  8.020  0.103   45.1
 69.25  31.25  8.082  0.039   19.4
 69.75  31.25  8.181  0.061  162.3
 70.25  31.25  8.263  0.108  158.8
 70.75  31.25  8.331  0.112  156.1
 71.25  31.25  8.370  0.092  149.0
 71.75  31.25  8.378  0.062  134.0
 72.25  31.25  8.347  0.051  115.6
 72.75  31.25  8.308  0.074   98.1
 73.25  31.25  8.319  0.158   87.3
 73.75  31.25  8.316  0.231   82.3
 74.25  31.25  8.275  0.269   77.1
 74.75  31.25  8.259  0.241   75.5
 75.25  31.25  8.293  0.165   73.9
 75.75  31.25  8.337  0.109   57.2
 76.25  31.25  8.371  0.103   35.5
 76.75  31.25  8.380  0.133   34.0
 77.25  31.25  8.342  0.129   42.3
 77.75  31.25  8.227  0.113   40.7
 78.25  31.25  8.162  0.107   27.3
 78.75  31.25  8.153  0.130   16.3
 79.25  31.25  8.198  0.135   11.5
 79.75  31.25  8.241  0.089   11.0
 80.25  31.25  8.235  0.044   32.5
 80.75  31.25  8.167  0.062   48.5
 81.25  31.25  8.149  0.052   66.1
 81.75  31.25  8.178  0.063   99.5
 82.25  31.25  8.210  0.102  118.3
 82.75  31.25  8.209  0.144  128.5
 83.25  31.25  8.171  0.156  138.7
 83.75  31.25  8.155  0.158  143.5
 84.25  31.25  8.155  0.157  145.8
 84.75  31.25  8.157  0.157  149.1
 85.25  31.25  8.155  0.159  152.5
 85.75  31.25  8.155  0.141  156.9
 86.25  31.25  8.145  0.115  164.9
 86.75  31.25  8.121  0.110  179.9
 87.25  31.25  8.106  0.130    8.7
 87.75  31.25  8.133  0.132   11.6
 88.25  31.25  8.158  0.126    8.3
 88.75  31.25  8.161  0.118  180.0
 89.25  31.25  8.158  0.121  167.9
 89.75  31.25  8.118  0.152  162.1
 90.25  31.25  8.089  0.174  161.0
 90.75  31.25  8.089  0.169  161.7
 91.25  31.25  8.117  0.132  164.5
 91.75  31.25  8.167  0.086  172.6
 92.25  31.25  8.205  0.078    5.1
 92.75  31.25  8.222  0.090    7.3
 93.25  31.25  8.231  0.097    3.5
 93.75  31.25  8.249  0.092    0.3
 94.25  31.25  8.257  0.070  169.8
 94.75  31.25  8.244  0.062  148.0
 95.25  31.25  8.222  0.088  132.2
 95.75  31.25  8.203  0.114  129.0
 96.25  31.25  8.197  0.127  127.7
 96.75  31.25  8.195  0.121  127.4
 97.25  31.25  8.181  0.100  130.0
 97.75  31.25  8.161  0.064  138.8
 98.25  31.25  8.146  0.058  165.6
 98.75  31.25  8.155  0.101  175.8
 99.25  31.25  8.185  0.145  175.5
 99.75  31.25  8.179  0.176  173.3
100.25  31.25  8.154  0.165  171.7
100.75  31.25  8.115  0.114  169.2
101.25  31.25  8.037  0.041  167.8
101.75  31.25  7.938  0.054   66.6
102.25  31.25  7.871  0.146   67.4
102.75  31.25  7.877  0.190   63.5
103.25  31.25  8.038  0.213   58.1
103.75  31.25  8.239  0.213   44.9
104.25  31.25  8.376  0.205   36.3
104.75  31.25  8.405  0.166   28.3
105.25  31.25  8.362  0.100   15.0
105.75  31.25  8.323  0.048  169.7
106.25  31.25  8.275  0.037  127.7
106.75  31.25  8.238  0.073   99.1
107.25  31.25  8.206  0.115   90.5
107.75  31.25  8.173  0.130   88.1
108.25  31.25  8.147  0.122   85.4
108.75  31.25  8.113  0.093   83.1
109.25  31.25  8.066  0.045   90.1
109.75  31.25  8.014  0.041  144.0
 10.25  31.75  8.119  0.014    9.4
 10.75  31.75  8.130  0.022    7.6
 11.25  31.75  8.137  0.028    5.4
 11.75  31.75  8.131  0.025    2.3
 13.25  31.75  8.111  0.022    5.2
 13.75  31.75  8.107  0.031    5.7
 14.25  31.75  8.097  0.039    5.8
 14.75  31.75  8.086  0.058    6.9
 15.25  31.75  8.075  0.075    9.6
 15.75  31.75  8.072  0.084   14.4
 16.25  31.75  8.083  0.080   23.6
 16.75  31.75  8.089  0.082   33.5
 17.25  31.75  8.090  0.087   42.8
 17.75  31.75  8.093  0.099   51.4
 18.25  31.75  8.094  0.110   57.2
 18.75  31.75  8.096  0.113   59.8
 19.25  31.75  8.095  0.100   60.9
 19.75  31.75  8.091  0.071   61.6
 20.25  31.75  8.090  0.056   57.7
 20.75  31.75  8.087  0.040   46.0
 21.25  31.75  8.091  0.038   32.2
 21.75  31.75  8.082  0.047   21.1
 22.25  31.75  8.074  0.053   21.8
 22.75  31.75  8.067  0.058   24.4
 23.25  31.75  8.063  0.057   24.9
 23.75  31.75  8.075  0.046   20.7
 24.25  31.75  8.101  0.039    4.4
 24.75  31.75  8.119  0.058  169.9
 25.25  31.75  8.116  0.087  165.9
 25.75  31.75  8.119  0.102  159.5
 26.25  31.75  8.145  0.125  147.5
 26.75  31.75  8.161  0.160  139.8
 27.25  31.75  8.163  0.216  137.6
 27.75  31.75  8.142  0.250  138.8
 28.25  31.75  8.145  0.254  138.5
 28.75  31.75  8.172  0.239  137.9
 29.25  31.75  8.192  0.212  139.3
 29.75  31.75  8.187  0.162  143.1
 30.25  31.75  8.162  0.109  149.1
 30.75  31.75  8.136  0.080  158.7
 31.25  31.75  8.148  0.064  158.3
 31.75  31.75  8.147  0.061  157.0
 32.25  31.75  8.156  0.079  156.3
 32.75  31.75  8.163  0.068  155.0
 33.25  31.75  8.152  0.051  150.0
 33.75  31.75  8.088  0.013  142.8
 34.25  31.75  7.972  0.042   58.2
 34.75  31.75  7.847  0.091   58.8
 35.25  31.75  7.759  0.148   62.2
 35.75  31.75  7.779  0.168   70.1
 36.25  31.75  7.824  0.131   78.0
 36.75  31.75  7.910  0.073  100.2
 37.25  31.75  8.013  0.084  134.2
 37.75  31.75  8.102  0.120  148.4
 38.25  31.75  8.139  0.145  156.3
 38.75  31.75  8.143  0.144  160.0
 39.25  31.75  8.137  0.120  160.9
 39.75  31.75  8.137  0.089  160.6
 40.25  31.75  8.133  0.056  158.0
 40.75  31.75  8.119  0.031  149.6
 41.25  31.75  8.109  0.012  139.9
 41.75  31.75  8.116  0.004   91.7
 42.25  31.75  8.140  0.014   77.6
 42.75  31.75  8.164  0.021   88.7
 43.25  31.75  8.186  0.023  113.3
 43.75  31.75  8.202  0.042  136.2
 44.25  31.75  8.206  0.074  148.9
 44.75  31.75  8.216  0.096  152.4
 45.25  31.75  8.226  0.097  147.4
 45.75  31.75  8.215  0.085  142.0
 46.25  31.75  8.148  0.045  143.9
 46.75  31.75  8.074  0.001  129.6
 47.25  31.75  8.060  0.041   76.5
 47.75  31.75  8.097  0.077   90.3
 48.25  31.75  8.137  0.065  106.5
 48.75  31.75  8.170  0.071  156.5
 49.25  31.75  8.253  0.126    2.3
 49.75  31.75  8.339  0.179   31.3
 50.25  31.75  8.362  0.265   55.3
 50.75  31.75  8.418  0.374   81.3
 51.25  31.75  8.400  0.518  108.3
 51.75  31.75  8.241  0.479  116.9
 52.25  31.75  8.133  0.351  123.0
 52.75  31.75  8.135  0.330  119.0
 53.25  31.75  8.117  0.216  118.2
 53.75  31.75  8.142  0.113   85.3
 54.25  31.75  8.163  0.161   68.6
 54.75  31.75  8.104  0.142   51.2
 55.25  31.75  8.015  0.131   37.7
 55.75  31.75  7.992  0.062   33.0
 56.25  31.75  8.001  0.048   39.8
 56.75  31.75  8.023  0.044   55.7
 57.25  31.75  8.006  0.049   75.1
 57.75  31.75  7.999  0.100   82.1
 58.25  31.75  7.960  0.090   81.9
 58.75  31.75  7.925  0.033   65.4
 59.25  31.75  7.905  0.052    6.6
 59.75  31.75  7.908  0.108  173.6
 60.25  31.75  7.932  0.149  170.3
 60.75  31.75  7.963  0.158  173.4
 61.25  31.75  8.014  0.137  177.5
 61.75  31.75  8.064  0.101    5.2
 62.25  31.75  8.101  0.082   19.8
 62.75  31.75  8.121  0.085   31.9
 63.25  31.75  8.116  0.090   37.6
 63.75  31.75  8.103  0.077   40.4
 64.25  31.75  8.088  0.054   42.8
 64.75  31.75  8.059  0.043   48.9
 65.25  31.75  8.021  0.057   54.9
 65.75  31.75  7.990  0.081   56.2
 66.25  31.75  7.956  0.116   55.2
 66.75  31.75  7.940  0.145   54.6
 67.25  31.75  7.943  0.171   53.2
 67.75  31.75  7.972  0.202   51.6
 68.25  31.75  7.995  0.191   48.8
 68.75  31.75  8.019  0.125   45.2
 69.25  31.75  8.083  0.061   39.5
 69.75  31.75  8.185  0.033   26.1
 70.25  31.75  8.267  0.039  169.1
 70.75  31.75  8.328  0.061  156.8
 71.25  31.75  8.379  0.046  143.7
 71.75  31.75  8.399  0.046  114.2
 72.25  31.75  8.382  0.065   99.9
 72.75  31.75  8.344  0.097   93.3
 73.25  31.75  8.320  0.168   88.2
 73.75  31.75  8.297  0.215   83.4
 74.25  31.75  8.272  0.216   78.9
 74.75  31.75  8.276  0.174   78.7
 75.25  31.75  8.292  0.087   69.7
 75.75  31.75  8.362  0.056   34.1
 76.25  31.75  8.392  0.117   15.2
 76.75  31.75  8.364  0.151   23.6
 77.25  31.75  8.362  0.124   29.6
 77.75  31.75  8.284  0.132   25.8
 78.25  31.75  8.214  0.134   23.4
 78.75  31.75  8.184  0.138   21.2
 79.25  31.75  8.189  0.139   21.1
 79.75  31.75  8.217  0.109   26.0
 80.25  31.75  8.213  0.078   37.6
 80.75  31.75  8.179  0.049   44.4
 81.25  31.75  8.166  0.017   73.4
 81.75  31.75  8.186  0.056  115.4
 82.25  31.75  8.199  0.111  127.0
 82.75  31.75  8.178  0.155  136.1
 83.25  31.75  8.121  0.176  144.9
 83.75  31.75  8.118  0.190  144.1
 84.25  31.75  8.131  0.178  145.5
 84.75  31.75  8.150  0.164  148.3
 85.25  31.75  8.157  0.159  151.4
 85.75  31.75  8.154  0.140  155.2
 86.25  31.75  8.145  0.113  165.2
 86.75  31.75  8.133  0.111    2.9
 87.25  31.75  8.120  0.127   10.9
 87.75  31.75  8.120  0.125   13.7
 88.25  31.75  8.130  0.114   15.3
 88.75  31.75  8.140  0.089    9.2
 89.25  31.75  8.147  0.076  172.7
 89.75  31.75  8.122  0.105  161.8
 90.25  31.75  8.091  0.131  156.0
 90.75  31.75  8.066  0.139  155.6
 91.25  31.75  8.088  0.104  156.6
 91.75  31.75  8.135  0.061  166.1
 92.25  31.75  8.184  0.054    6.1
 92.75  31.75  8.218  0.064   12.2
 93.25  31.75  8.223  0.066    5.1
 93.75  31.75  8.220  0.046  174.3
 94.25  31.75  8.214  0.031  136.3
 94.75  31.75  8.196  0.067  115.5
 95.25  31.75  8.179  0.102  112.4
 95.75  31.75  8.172  0.117  112.8
 96.25  31.75  8.173  0.125  113.3
 96.75  31.75  8.176  0.120  112.6
 97.25  31.75  8.164  0.093  111.7
 97.75  31.75  8.143  0.047  113.4
 98.25  31.75  8.134  0.016  163.4
 98.75  31.75  8.139  0.063    0.5
 99.25  31.75  8.145  0.104  179.7
 99.75  31.75  8.119  0.134  178.8
100.25  31.75  8.096  0.114  178.6
100.75  31.75  8.080  0.053  179.4
101.25  31.75  8.020  0.024   39.7
101.75  31.75  7.923  0.085   54.8
102.25  31.75  7.843  0.150   52.1
102.75  31.75  7.817  0.192   48.0
103.25  31.75  7.888  0.171   42.5
103.75  31.75  8.029  0.176   30.6
104.25  31.75  8.238  0.194   29.9
104.75  31.75  8.346  0.180   27.8
105.25  31.75  8.345  0.118   17.9
105.75  31.75  8.305  0.071    7.5
106.25  31.75  8.269  0.022    9.4
106.75  31.75  8.240  0.041   81.3
107.25  31.75  8.212  0.082   85.4
107.75  31.75  8.179  0.096   86.3
108.25  31.75  8.143  0.073   82.8
108.75  31.75  8.106  0.036   71.0
109.25  31.75  8.056  0.027    8.8
109.75  31.75  8.008  0.083  172.1
  9.75  32.25  8.121  0.015   16.8
 10.25  32.25  8.143  0.030   11.8
 10.75  32.25  8.161  0.041    8.5
 11.25  32.25  8.172  0.051    5.1
 11.75  32.25  8.171  0.054    2.5
 12.25  32.25  8.155  0.049    2.6
 12.75  32.25  8.142  0.049    4.4
 13.25  32.25  8.132  0.054    6.6
 13.75  32.25  8.115  0.058    7.7
 14.25  32.25  8.092  0.063    7.6
 14.75  32.25  8.066  0.074    8.2
 15.25  32.25  8.041  0.088   10.7
 15.75  32.25  8.028  0.095   16.4
 16.25  32.25  8.038  0.094   27.9
 16.75  32.25  8.050  0.107   39.3
 17.25  32.25  8.057  0.126   47.5
 17.75  32.25  8.064  0.147   54.0
 18.25  32.25  8.070  0.161   58.8
 18.75  32.25  8.072  0.161   62.0
 19.25  32.25  8.078  0.150   63.6
 19.75  32.25  8.082  0.125   64.3
 20.25  32.25  8.084  0.098   64.4
 20.75  32.25  8.077  0.061   62.9
 21.25  32.25  8.072  0.034   57.3
 21.75  32.25  8.050  0.032   28.0
 22.25  32.25  8.035  0.047   23.0
 22.75  32.25  8.019  0.057   22.9
 23.25  32.25  8.004  0.056   18.3
 23.75  32.25  8.009  0.050    6.0
 24.25  32.25  8.029  0.062  172.2
 24.75  32.25  8.054  0.094  165.9
 25.25  32.25  8.059  0.133  164.3
 25.75  32.25  8.074  0.159  159.7
 26.25  32.25  8.092  0.170  153.8
 26.75  32.25  8.124  0.198  145.6
 27.25  32.25  8.143  0.257  142.4
 27.75  32.25  8.142  0.308  143.4
 28.25  32.25  8.161  0.321  142.8
 28.75  32.25  8.195  0.312  142.1
 29.25  32.25  8.190  0.257  143.4
 29.75  32.25  8.184  0.199  146.9
 30.25  32.25  8.177  0.150  153.2
 30.75  32.25  8.169  0.119  158.7
 31.25  32.25  8.189  0.090  154.3
 31.75  32.25  8.198  0.098  148.8
 32.25  32.25  8.184  0.106  148.6
 32.75  32.25  8.199  0.115  146.1
 33.25  32.25  8.192  0.105  147.6
 33.75  32.25  8.117  0.052  159.2
 34.25  32.25  7.992  0.038   33.1
 34.75  32.25  7.838  0.089   46.6
 35.25  32.25  7.724  0.134   55.5
 35.75  32.25  7.708  0.135   63.5
 36.25  32.25  7.755  0.117   73.8
 36.75  32.25  7.862  0.071   94.6
 37.25  32.25  7.974  0.071  129.1
 37.75  32.25  8.062  0.107  144.1
 38.25  32.25  8.104  0.125  151.8
 38.75  32.25  8.115  0.123  155.6
 39.25  32.25  8.111  0.103  155.0
 39.75  32.25  8.114  0.076  153.2
 40.25  32.25  8.110  0.049  150.6
 40.75  32.25  8.098  0.023  145.6
 41.25  32.25  8.102  0.006  136.4
 41.75  32.25  8.116  0.005  124.1
 42.25  32.25  8.143  0.017  121.9
 42.75  32.25  8.166  0.042  118.6
 43.25  32.25  8.185  0.064  121.9
 43.75  32.25  8.195  0.081  128.4
 44.25  32.25  8.190  0.095  136.5
 44.75  32.25  8.191  0.100  137.8
 45.25  32.25  8.202  0.088  131.1
 45.75  32.25  8.196  0.057  123.4
 46.25  32.25  8.161  0.012   96.6
 46.75  32.25  8.133  0.036   61.0
 47.25  32.25  8.148  0.076   73.8
 47.75  32.25  8.174  0.098   80.2
 48.25  32.25  8.187  0.049   97.8
 48.75  32.25  8.214  0.074  165.4
 49.25  32.25  8.319  0.108  177.8
 49.75  32.25  8.401  0.165   34.4
 50.25  32.25  8.441  0.255   58.6
 50.75  32.25  8.474  0.420   93.3
 51.25  32.25  8.315  0.659  117.8
 51.75  32.25  8.067  0.580  123.0
 52.25  32.25  7.993  0.418  124.8
 52.75  32.25  8.098  0.363  123.3
 53.25  32.25  8.065  0.191  128.7
 53.75  32.25  8.106  0.046  120.4
 54.25  32.25  8.140  0.016  108.2
 54.75  32.25  8.074  0.028   18.0
 55.25  32.25  8.047  0.023   26.7
 55.75  32.25  8.037  0.022    4.5
 56.25  32.25  8.017  0.035   23.1
 56.75  32.25  8.033  0.058   25.0
 57.25  32.25  8.016  0.084   24.2
 57.75  32.25  8.039  0.072   48.7
 58.25  32.25  7.970  0.050   69.4
 58.75  32.25  7.886  0.012   88.6
 59.25  32.25  7.867  0.055  170.9
 59.75  32.25  7.907  0.114  170.9
 60.25  32.25  7.942  0.161  171.3
 60.75  32.25  7.974  0.173  173.8
 61.25  32.25  8.022  0.148  177.5
 61.75  32.25  8.065  0.106    4.7
 62.25  32.25  8.104  0.072   16.2
 62.75  32.25  8.129  0.061   30.7
