45.000000, 35.000000, -40.127998, 0.450000
45.000000, 37.000000, -43.327000, 0.767000
45.000000, 39.000000, -32.826000, 0.874000
45.000000, 41.000000, -1.871000, 0.474000
45.000000, 43.000000, 30.473000, 0.999000
45.000000, 45.000000, 35.596001, 1.283000
45.000000, 47.000000, 35.034000, 0.849000
45.000000, 49.000000, 66.331001, 0.304000
45.000000, 51.000000, -88.063004, 0.843000
45.000000, 53.000000, -87.792000, 1.079000
45.000000, 55.000000, -81.200996, 1.037000
45.000000, 57.000000, -73.182999, 1.253000
45.000000, 59.000000, -66.925003, 1.547000
43.000000, 35.000000, -22.577000, 1.191000
43.000000, 37.000000, -22.327999, 1.071000
43.000000, 39.000000, -9.879000, 1.172000
43.000000, 41.000000, -3.859000, 1.231000
43.000000, 43.000000, 3.482000, 1.173000
43.000000, 45.000000, 7.661000, 1.676000
43.000000, 47.000000, 7.928000, 1.953000
43.000000, 49.000000, 9.932000, 1.454000
43.000000, 51.000000, 16.844999, 0.526000
43.000000, 53.000000, -80.514999, 0.149000
43.000000, 55.000000, -57.744999, 0.420000
43.000000, 57.000000, -55.345001, 0.889000
43.000000, 59.000000, -56.361000, 1.334000
41.000000, 35.000000, -27.853001, 1.438000
41.000000, 37.000000, -27.636000, 1.456000
41.000000, 39.000000, -20.263000, 1.469000
41.000000, 41.000000, -16.395000, 1.420000
41.000000, 43.000000, -12.809000, 1.562000
41.000000, 45.000000, -3.251000, 2.415000
41.000000, 47.000000, 1.087000, 3.355000
41.000000, 49.000000, 2.311000, 3.117000
41.000000, 51.000000, 2.324000, 2.186000
41.000000, 53.000000, -0.711000, 1.249000
41.000000, 55.000000, -25.134001, 0.883000
41.000000, 57.000000, -46.547001, 1.149000
41.000000, 59.000000, -51.932999, 1.453000
39.000000, 35.000000, -14.123000, 0.974000
39.000000, 37.000000, -22.431999, 1.355000
39.000000, 39.000000, -20.976000, 1.630000
39.000000, 41.000000, -17.796000, 1.664000
39.000000, 43.000000, -11.085000, 1.941000
39.000000, 45.000000, -3.761000, 3.022000
39.000000, 47.000000, -0.728000, 4.170000
39.000000, 49.000000, -0.731000, 4.507000
39.000000, 51.000000, 2.030000, 4.204000
39.000000, 53.000000, 3.576000, 3.422000
39.000000, 55.000000, -3.469000, 2.339000
39.000000, 57.000000, -23.631001, 1.510000
39.000000, 59.000000, -35.056999, 1.571000
37.000000, 35.000000, 0.754000, 1.747000
37.000000, 37.000000, -6.386000, 2.235000
37.000000, 39.000000, -10.882000, 2.615000
37.000000, 41.000000, -12.344000, 2.514000
37.000000, 43.000000, -8.540000, 2.436000
37.000000, 45.000000, -3.170000, 2.843000
37.000000, 47.000000, -1.221000, 3.431000
37.000000, 49.000000, -0.444000, 3.979000
37.000000, 51.000000, 2.705000, 4.352000
37.000000, 53.000000, 5.168000, 4.342000
37.000000, 55.000000, 2.907000, 3.628000
37.000000, 57.000000, -6.091000, 2.473000
37.000000, 59.000000, -15.208000, 1.866000
35.000000, 35.000000, 11.012000, 1.315000
35.000000, 37.000000, -10.299000, 1.499000
35.000000, 39.000000, -21.629000, 1.807000
35.000000, 41.000000, -25.906000, 1.899000
35.000000, 43.000000, -17.233999, 1.938000
35.000000, 45.000000, -4.382000, 2.113000
35.000000, 47.000000, 0.897000, 2.410000
35.000000, 49.000000, 1.683000, 3.000000
35.000000, 51.000000, 2.648000, 3.573000
35.000000, 53.000000, 4.193000, 3.906000
35.000000, 55.000000, 2.020000, 3.585000
35.000000, 57.000000, -4.463000, 2.814000
35.000000, 59.000000, -9.636000, 1.946000
33.000000, 35.000000, 28.666000, 0.919000
33.000000, 37.000000, -13.675000, 0.447000
33.000000, 39.000000, -45.000000, 1.201000
33.000000, 41.000000, -48.316002, 1.941000
33.000000, 43.000000, -39.962002, 2.178000
33.000000, 45.000000, -26.827999, 2.113000
33.000000, 47.000000, -13.662000, 1.794000
33.000000, 49.000000, -3.451000, 2.246000
33.000000, 51.000000, -0.768000, 2.960000
33.000000, 53.000000, -0.688000, 3.314000
33.000000, 55.000000, -1.635000, 3.114000
33.000000, 57.000000, -2.602000, 2.454000
33.000000, 59.000000, 0.816000, 1.723000
31.000000, 35.000000, 21.548000, 1.266000
31.000000, 37.000000, 22.149000, 0.795000
31.000000, 39.000000, -39.435001, 0.284000
31.000000, 41.000000, -48.833000, 1.185000
31.000000, 43.000000, -41.470001, 1.954000
31.000000, 45.000000, -37.416000, 2.806000
31.000000, 47.000000, -37.160000, 2.855000
31.000000, 49.000000, -30.614000, 2.492000
31.000000, 51.000000, -19.056999, 2.578000
31.000000, 53.000000, -12.860000, 2.530000
31.000000, 55.000000, -7.981000, 2.141000
31.000000, 57.000000, -0.296000, 1.722000
31.000000, 59.000000, 13.055000, 1.517000
