Station,Sta_Lat,Sta_Lon,Event,Eve_Lat,Eve_Lon,Baz(°),Dist(°),Depth,Phase,Filter (Hz),Max. corr.,Phi(°),Phi err.(°),dt (s),dt err. (s),Quality
JB39,31.19,35.61,070930-094751,-49.14,164.11,130,138,18,PKSbc,0.05-0.25,0.95,11,10,1.65,0.29,good
JB39,31.19,35.61,071006-123849,18.73,147.15,63,98,20,SKSac,0.05-0.25,0.94,0,5,1.85,0.3,good
JB39,31.19,35.61,071015-122934,-44.8,167.55,124,140,18,PKSdf,0.05-0.25,0.96,4,17,1.55,0.25,good
JB39,31.19,35.61,071015-212823,-44.79,167.46,124,140,19,PKSdf,0.05-0.25,0.98,3,14,1.4,0.25,fair
JB39,31.19,35.61,071110-011329,-51.78,161.32,134,136,10,SKSac,0.05-0.25,0.95,-3,14,1.55,0.3,good
JB39,31.19,35.61,071116-031300,-2.31,-77.84,281,111,122,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JB39,31.19,35.61,071216-080917,-22.95,-70.18,257,115,45,SKSac,0.05-0.25,0.99,8,6,1.45,0.2,fair
JB39,31.19,35.61,071221-072434,51.37,-178.98,21,92,25,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JB39,31.19,35.61,071226-220454,52.56,-168.22,14,94,25,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JB39,31.19,35.61,080212-125018,16.36,-94.3,307,113,83,SKSac,0.05-0.25,0.94,9,12,1.6,0.25,good
JB39,31.19,35.61,080213-195846,-8.16,128.64,95,97,19,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JB41,31.27,35.54,061113-012635,-26.05,-63.28,251,110,572,SKKSac,0.05-0.25,0.92,0,10,1.55,0.25,good
JB41,31.27,35.54,061129-013217,2.52,128.28,86,91,39,SKSac,0.05-0.25,0.98,10,7,2,0.3,good
JB41,31.27,35.54,070121-112745,1.07,126.28,89,90,22,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JB41,31.27,35.54,070130-213744,20.98,144.71,62,95,20,SKSac,0.05-0.25,0.98,1,3,1.95,0.15,good
JB41,31.27,35.54,070613-192940,13.55,-90.62,302,112,23,SKKSac,0.05-0.25,0.96,13,7,1.45,0.3,good
JB41,31.27,35.54,070721-153452,-22.15,-65.78,256,110,289,SKSac,0.05-0.25,0.95,0,4,2.2,0.25,good
JB42,31.33,35.5,070721-153452,-22.15,-65.78,256,110,289,SKSac,0.05-0.25,0.94,8,13,1.36,0.25,fair
JB42,31.33,35.5,071116-031300,-2.31,-77.84,281,111,122,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JB42,31.33,35.5,071213-072339,-23.2,-70.55,257,115,16,SKSac,0.05-0.25,0.98,1,7,1.75,0.25,fair
JB42,31.33,35.5,071219-093027,51.36,-179.51,21,92,34,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JB42,31.33,35.5,080105-110106,51.25,-130.75,351,97,15,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JB42,31.33,35.5,080204-170129,-20.17,-70.04,260,113,35,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS03,31.26,35.44,070121-112745,1.07,126.28,89,90,22,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS03,31.26,35.44,071002-180006,54.51,-161.71,10,93,32,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS05,31.24,35.4,070130-213744,20.98,144.71,62,95,20,SKSac,0.05-0.25,0.94,-9,12,1.5,0.3,fair
JS05,31.24,35.4,070930-052334,-49.27,164.12,130,138,10,SKKSac,0.05-0.25,0.97,2,19,1.01,0.28,fair
JS05,31.24,35.4,070930-052334,-49.27,164.12,130,138,10,PKSab,0.05-0.25,0.98,0,13,1.05,0.27,good
JS05,31.24,35.4,070930-094751,-49.14,164.11,130,138,18,PKSbc,0.05-0.25,0.94,2,13,1.18,0.27,good
JS05,31.24,35.4,071114-154050,-22.25,-69.89,258,114,40,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS05,31.24,35.4,071116-031300,-2.31,-77.84,280,111,122,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS05,31.24,35.4,071219-093027,51.36,-179.51,21,92,34,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS05,31.24,35.4,071226-220454,52.56,-168.22,14,94,25,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS06,31.28,35.47,070121-112745,1.07,126.28,89,90,22,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS06,31.28,35.47,070130-213744,20.98,144.71,62,95,20,SKSac,0.05-0.25,0.93,-1,12,1.15,0.25,good
JS06,31.28,35.47,070815-202211,50.32,-177.55,20,94,9,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS06,31.28,35.47,070930-052334,-49.27,164.12,130,138,10,PKSbc,0.05-0.25,0.93,10,19,1.15,0.31,good
JS06,31.28,35.47,070930-094751,-49.14,164.11,130,138,18,PKSbc,0.05-0.25,0.92,2,5,1.05,0.3,fair
JS06,31.28,35.47,071114-154050,-22.25,-69.89,258,114,40,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS06,31.28,35.47,071226-220454,52.56,-168.22,14,94,25,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS08,31.31,35.49,070130-213744,20.98,144.71,62,95,20,SKSac,0.05-0.25,0.93,1,15,1.3,0.25,fair
JS08,31.31,35.49,070220-080425,-1.03,126.98,90,92,12,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS08,31.31,35.49,071002-180006,54.51,-161.71,10,93,32,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS08,31.31,35.49,071006-123849,18.73,147.15,63,98,20,SKSac,0.05-0.25,0.94,-3,13,1.5,0.25,good
JS08,31.31,35.49,071114-154050,-22.25,-69.89,258,114,40,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS08,31.31,35.49,071216-080917,-22.95,-70.18,257,114,45,SKSac,0.05-0.25,0.98,5,11,1.1,0.25,good
JS09,31.32,35.49,070930-052334,-49.27,164.12,130,138,10,PKSbc,0.05-0.25,0.97,22,0,1.3,0.38,good
JS09,31.32,35.49,071002-180006,54.51,-161.71,10,93,32,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS09,31.32,35.49,071006-123849,18.73,147.15,63,98,20,SKSac,0.05-0.25,0.97,-1,10,1.45,0.25,good
JS09,31.32,35.49,071216-080917,-22.95,-70.18,257,114,45,SKSac,0.05-0.25,0.97,7,18,1.05,0.25,good
JS11,31.35,35.51,070930-052334,-49.27,164.12,130,138,10,PKSbc,0.05-0.25,0.98,15,4,1.2,0.28,good
JS13,31.23,35.5,070130-213744,20.98,144.71,62,95,20,SKSac,0.05-0.25,0.95,-3,9,1.6,0.25,good
JS13,31.23,35.5,070726-054016,2.87,127.46,87,90,25,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS13,31.23,35.5,070930-052334,-49.27,164.12,130,138,10,PKSab,0.05-0.25,0.95,16,16,1.35,0.23,fair
JS13,31.23,35.5,070930-094751,-49.14,164.11,130,138,18,SKKSac,0.05-0.25,0.97,11,16,1.35,0.26,fair
JS13,31.23,35.5,071114-154050,-22.25,-69.89,258,114,40,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS14,31.24,35.52,070130-213744,20.98,144.71,62,95,20,SKSac,0.05-0.25,0.97,-3,0,1.85,0.35,good
JS14,31.24,35.52,070726-054016,2.87,127.46,87,90,25,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS14,31.24,35.52,070930-052334,-49.27,164.12,130,138,10,PKSbc,0.05-0.25,0.96,6,19,1.82,0.26,good
JS14,31.24,35.52,070930-094751,-49.14,164.11,130,138,18,SKKSac,0.05-0.25,0.92,0,15,1.74,0.26,fair
JS17,31.25,35.6,070121-112745,1.07,126.28,89,90,22,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS17,31.25,35.6,070130-213744,20.98,144.71,62,94,20,SKSac,0.05-0.25,0.95,-2,6,1.95,0.25,good
JS17,31.25,35.6,070404-110027,-20.72,168.83,88,137,13,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS17,31.25,35.6,070726-054016,2.87,127.46,87,90,25,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS20,31.21,35.66,061113-012635,-26.05,-63.28,251,110,572,SKSac,0.05-0.25,0.93,12,13,1.95,0.25,good
JS20,31.21,35.66,070130-213744,20.98,144.71,62,94,20,SKSac,0.05-0.25,0.96,10,12,1.55,0.19,fair
JS20,31.21,35.66,070228-231315,-55.24,-29.14,212,102,10,SKSac,0.05-0.25,0.95,4,18,1.8,0.26,good
JS22,31.19,35.69,061113-012635,-26.05,-63.28,251,110,572,SKSac,0.05-0.25,0.96,5,10,1.7,0.25,good
JS22,31.19,35.69,070130-213744,20.98,144.71,62,94,20,SKSac,0.05-0.25,0.96,9,8,1.45,0.2,fair
JS22,31.19,35.69,070228-231315,-55.24,-29.14,212,102,10,SKSac,0.05-0.25,0.99,4,17,1.65,0.25,fair
JS22,31.19,35.69,070930-052334,-49.27,164.12,130,138,10,PKSbc,0.05-0.25,0.96,0,19,1.3,0.3,good
JS22,31.19,35.69,070930-094751,-49.14,164.11,130,138,18,PKSbc,0.05-0.25,0.95,-4,15,1.03,0.28,good
JS22,31.19,35.69,071006-123849,18.73,147.15,63,98,20,SKSac,0.05-0.25,0.96,10,12,1.46,0.31,fair
JS23,31.22,35.67,061113-012635,-26.05,-63.28,251,110,572,SKSac,0.05-0.25,0.97,5,9,1.8,0.25,fair
JS23,31.22,35.67,070130-213744,20.98,144.71,62,94,20,SKSac,0.05-0.25,0.96,9,9,1.5,0.25,fair
JS23,31.22,35.67,070815-234057,-13.39,-76.6,270,116,39,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS24,31.18,35.7,070130-213744,20.98,144.71,62,94,20,SKSac,0.05-0.25,0.96,12,14,1.3,0.25,fair
JS24,31.18,35.7,070930-094751,-49.14,164.11,130,138,18,PKSbc,0.05-0.25,0.96,-2,9,1.24,0.2,good
JS26,31.17,35.54,070121-112745,1.07,126.28,89,90,22,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS26,31.17,35.54,070130-213744,20.98,144.71,62,95,20,SKSac,0.05-0.25,0.96,-1,6,1.9,0.3,good
JS26,31.17,35.54,070228-231315,-55.24,-29.14,212,102,10,SKSac,0.05-0.25,0.93,-5,17,1.95,0.25,good
JS26,31.17,35.54,070815-202211,50.32,-177.55,21,94,9,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS26,31.17,35.54,070902-010518,-11.61,165.76,78,130,35,PKSbc,0.05-0.25,0.93,3,5,2.4,0.25,fair
JS26,31.17,35.54,071015-122934,-44.8,167.55,124,140,18,PKSdf,0.05-0.25,0.96,6,10,1.68,0.24,good
JS26,31.17,35.54,071226-220454,52.56,-168.22,14,94,25,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS27,31.19,35.54,070121-112745,1.07,126.28,89,90,22,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS27,31.19,35.54,070130-213744,20.98,144.71,62,95,20,SKSac,0.05-0.25,0.96,3,8,1.7,0.3,good
JS27,31.19,35.54,070228-231315,-55.24,-29.14,212,102,10,SKSac,0.05-0.25,0.96,-5,17,1.92,0.25,good
JS28,31.3,35.54,061129-013217,2.52,128.28,86,91,39,SKSac,0.05-0.25,0.97,9,10,1.75,0.25,good
JS28,31.3,35.54,070121-112745,1.07,126.28,89,90,22,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS28,31.3,35.54,070130-213744,20.98,144.71,62,95,20,SKSac,0.05-0.25,0.96,1,7,1.8,0.3,fair
JS28,31.3,35.54,071006-123849,18.73,147.15,63,98,20,SKKSac,0.05-0.25,0.97,-2,9,1.85,0.25,good
JS28,31.3,35.54,071114-154050,-22.25,-69.89,258,114,40,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS31,31.33,35.58,070130-213744,20.98,144.71,62,94,20,SKSac,0.05-0.25,0.96,1,7,2.1,0.25,good
JS31,31.33,35.58,070726-054016,2.87,127.46,87,90,25,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS31,31.33,35.58,070801-170851,-15.6,167.68,82,134,120,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS31,31.33,35.58,070930-094751,-49.14,164.11,130,138,18,PKSbc,0.05-0.25,0.97,8,10,1.9,0.29,good
JS31,31.33,35.58,071006-123849,18.73,147.15,63,98,20,SKKSac,0.05-0.25,0.96,-5,10,2.25,0.25,good
JS31,31.33,35.58,071031-033015,18.9,145.39,64,96,207,SKSac,0.05-0.25,0.95,-2,7,2.25,0.25,good
JS31,31.33,35.58,071114-154050,-22.25,-69.89,258,114,40,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS31,31.33,35.58,071116-031300,-2.31,-77.84,281,111,122,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS31,31.33,35.58,071216-080917,-22.95,-70.18,257,115,45,SKKSac,0.05-0.25,0.96,-2,5,1.75,0.25,good
JS31,31.33,35.58,071226-220454,52.56,-168.22,14,94,25,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS33,31.33,35.64,070130-213744,20.98,144.71,62,94,20,SKSac,0.05-0.25,0.9,4,8,1.58,0.28,fair
JS33,31.33,35.64,070930-094751,-49.14,164.11,130,138,18,PKSbc,0.05-0.25,0.97,5,8,1.2,0.14,good
JS33,31.33,35.64,071006-123849,18.73,147.15,63,98,20,SKSac,0.05-0.25,0.95,12,14,1.95,0.25,good
JS33,31.33,35.64,071015-122934,-44.8,167.55,124,140,18,PKSdf,0.05-0.25,0.95,1,12,1.45,0.3,fair
JS33,31.33,35.64,071031-033015,18.9,145.39,64,96,207,SKSac,0.05-0.25,0.96,10,13,1.95,0.25,good
JS35,31.38,35.7,070130-213744,20.98,144.71,62,94,20,SKSac,0.05-0.25,0.96,3,7,1.6,0.3,good
JS35,31.38,35.7,070228-231315,-55.24,-29.14,212,103,10,SKSac,0.05-0.25,0.97,1,15,1.8,0.25,fair
JS35,31.38,35.7,070404-110027,-20.72,168.83,87,137,13,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS35,31.38,35.7,070902-010518,-11.61,165.76,78,130,35,PKSdf,0.05-0.25,0.95,5,7,1.95,0.25,good
JS35,31.38,35.7,070930-052334,-49.27,164.12,130,138,10,PKSab,0.05-0.25,0.92,9,18,1.8,0.3,fair
JS35,31.38,35.7,070930-052334,-49.27,164.12,130,138,10,SKKSac,0.05-0.25,0.92,3,18,1.4,0.31,fair
JS35,31.38,35.7,070930-094751,-49.14,164.11,130,138,18,PKSbc,0.05-0.25,0.96,9,6,1.47,0.15,good
JS35,31.38,35.7,071006-123849,18.73,147.15,63,98,20,SKSac,0.05-0.25,0.96,4,9,1.65,0.25,fair
JS35,31.38,35.7,071031-033015,18.9,145.39,64,96,207,SKSac,0.05-0.25,0.94,5,12,1.55,0.25,fair
JS35,31.38,35.7,071116-031300,-2.31,-77.84,281,111,122,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS35,31.38,35.7,071216-080917,-22.95,-70.18,257,115,45,SKSac,0.05-0.25,0.94,10,10,1.3,0.3,fair
JS35,31.38,35.7,071226-220454,52.56,-168.22,14,94,25,SKKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS40,31.12,35.63,070121-112745,1.07,126.28,89,90,22,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
JS40,31.12,35.63,070130-213744,20.98,144.71,62,95,20,SKKSac,0.05-0.25,0.99,1,6,1.6,0.25,good
JS40,31.12,35.63,070220-080425,-1.03,126.98,90,92,12,SKSac,0.05-0.25,Null,Null,Null,Null,Null,goodNull
