Station,Sta_Lat,Sta_Lon,Phi,dt
BGIO,31.722,35.092,-9.2,1.1880000000000002
EIL,29.6712,34.952,-1.411764705882353,0.981764705882353
HRFI,30.0364,35.037,2.3333333333333335,1.08
JER,31.7724,35.1981,-5.0,1.3875000000000002
KSDI,33.192,35.659,-2.5,1.0719999999999998
KZIT,30.906,34.398,1.9090909090909092,0.9736363636363637
MMLI,32.4393,35.4127,0.3076923076923077,1.2384615384615385
MRNI,33.0118,35.3921,-25.0,0.45
